last_fico_range_high,last_fico_range_low,bc_util,revol_util,loan_amnt,int_rate,bc_open_to_buy,mo_sin_old_il_acct,dti,mo_sin_old_rev_tl_op,annual_inc,mo_sin_rcnt_rev_tl_op,sub_grade,fico_range_low,total_bc_limit,tot_cur_bal,num_il_tl,pct_tl_nvr_dlq,mo_sin_rcnt_tl,num_bc_tl,open_acc,acc_open_past_24mths,num_actv_rev_tl,grade,emp_length,percent_bc_gt_75,num_bc_sats,num_actv_bc_tl,num_tl_op_past_12m,inq_last_6mths,purpose,mort_acc,term,initial_list_status,verification_status,home_ownership,tot_coll_amt,num_accts_ever_120_pd,loan_status
689.0,685.0,10.7,10.8,12500.0,12.59,13665.0,131.0,13.22,361.0,104400.0,4.0,C2,680.0,15300.0,36728.0,7.0,100.0,4.0,12.0,29.0,17.0,3.0,C,3 years,0.0,11.0,1.0,10.0,2.0,debt_consolidation,1.0, 36 months,w,Verified,MORTGAGE,0.0,0.0,Fully Paid
694.0,690.0,31.3,11.4,13200.0,16.55,5155.0,128.0,6.92,51.0,30000.0,8.0,D2,740.0,7500.0,122882.0,5.0,100.0,8.0,3.0,8.0,2.0,3.0,D,10+ years,0.0,3.0,2.0,1.0,1.0,home_improvement,3.0, 60 months,w,Source Verified,MORTGAGE,0.0,0.0,Charged Off
554.0,550.0,64.8,54.8,5000.0,16.02,3557.0,154.0,30.44,262.0,41000.0,1.0,C5,660.0,10100.0,108487.0,24.0,84.6,1.0,7.0,27.0,6.0,8.0,C,2 years,40.0,6.0,5.0,4.0,1.0,credit_card,0.0, 36 months,f,Verified,RENT,0.0,2.0,Charged Off
774.0,770.0,41.1,41.1,28000.0,10.49,42678.0,84.0,28.46,78.0,75000.0,1.0,B3,680.0,72500.0,338183.0,17.0,100.0,1.0,7.0,18.0,8.0,6.0,B,3 years,14.3,7.0,6.0,3.0,0.0,debt_consolidation,2.0, 36 months,f,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
819.0,815.0,60.2,67.4,30000.0,7.39,12733.0,125.0,11.32,205.0,124000.0,45.0,A4,725.0,32000.0,145328.0,4.0,100.0,15.0,6.0,7.0,2.0,3.0,A,10+ years,25.0,4.0,2.0,0.0,0.0,credit_card,4.0, 36 months,w,Source Verified,MORTGAGE,0.0,0.0,Fully Paid
504.0,500.0,54.1,52.0,11200.0,13.67,8635.0,18.0,25.65,70.0,36000.0,12.0,C4,665.0,18800.0,14572.0,2.0,100.0,5.0,7.0,10.0,6.0,5.0,C,3 years,60.0,5.0,4.0,2.0,1.0,debt_consolidation,0.0, 60 months,w,Source Verified,RENT,0.0,0.0,Charged Off
694.0,690.0,32.0,32.0,2000.0,8.18,3250.0,186.0,12.48,347.0,25000.0,17.0,B1,680.0,6500.0,14563.0,8.0,75.0,7.0,13.0,4.0,3.0,2.0,B,2 years,0.0,9.0,2.0,1.0,2.0,credit_card,3.0, 36 months,w,Not Verified,RENT,0.0,1.0,Fully Paid
739.0,735.0,11.4,10.5,35000.0,10.99,57622.0,30.0,8.39,214.0,110000.0,4.0,B4,780.0,65000.0,23412.0,1.0,100.0,4.0,5.0,7.0,6.0,4.0,B,9 years,0.0,4.0,3.0,3.0,0.0,home_improvement,6.0, 60 months,w,Verified,MORTGAGE,0.0,0.0,Fully Paid
654.0,650.0,95.5,81.8,28000.0,13.49,679.0,74.0,10.37,103.0,140000.0,15.0,C2,690.0,15200.0,357035.0,7.0,100.0,4.0,4.0,8.0,4.0,5.0,C,10+ years,100.0,3.0,3.0,1.0,0.0,debt_consolidation,1.0, 36 months,f,Not Verified,RENT,0.0,0.0,Fully Paid
664.0,660.0,52.0,52.0,14000.0,13.98,7146.0,127.0,16.32,115.0,100000.0,2.0,C3,695.0,14900.0,49441.0,19.0,100.0,2.0,17.0,9.0,18.0,5.0,C,3 years,0.0,5.0,5.0,9.0,3.0,debt_consolidation,1.0, 36 months,f,Verified,RENT,0.0,0.0,Fully Paid
719.0,715.0,28.8,31.3,21000.0,6.62,38388.0,104.0,9.84,246.0,131000.0,41.0,A2,715.0,53900.0,18555.0,2.0,100.0,41.0,9.0,9.0,0.0,5.0,A,5 years,40.0,5.0,3.0,0.0,0.0,credit_card,1.0, 36 months,w,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
674.0,670.0,76.7,76.7,7900.0,13.65,2330.0,104.0,14.29,335.0,22000.0,24.0,C1,675.0,10000.0,27027.0,6.0,82.4,1.0,8.0,6.0,2.0,3.0,C,10+ years,66.7,4.0,3.0,1.0,3.0,debt_consolidation,1.0, 36 months,w,Verified,MORTGAGE,0.0,1.0,Fully Paid
549.0,545.0,59.8,51.5,28800.0,15.59,8360.0,98.0,9.45,179.0,120000.0,2.0,C5,660.0,20800.0,41462.0,5.0,90.5,2.0,10.0,16.0,5.0,8.0,C,4 years,33.3,9.0,7.0,4.0,0.0,other,1.0, 60 months,w,Not Verified,MORTGAGE,100.0,1.0,Charged Off
704.0,700.0,85.6,73.4,35000.0,22.45,6178.0,128.0,9.7,316.0,140000.0,7.0,E5,660.0,42800.0,369930.0,7.0,94.6,7.0,14.0,14.0,7.0,5.0,E,10+ years,60.0,5.0,3.0,3.0,0.0,home_improvement,2.0, 60 months,w,Source Verified,MORTGAGE,0.0,0.0,Fully Paid
564.0,560.0,60.5,59.9,35000.0,17.99,39511.0,111.0,28.82,336.0,75888.0,30.0,D2,690.0,100100.0,70168.0,3.0,92.3,30.0,7.0,8.0,0.0,6.0,D,10+ years,50.0,6.0,6.0,0.0,0.0,debt_consolidation,1.0, 36 months,w,Verified,OWN,0.0,0.0,Charged Off
604.0,600.0,4.6,4.6,35000.0,17.47,8010.0,147.0,8.59,189.0,46000.0,3.0,D1,680.0,8400.0,75708.0,3.0,94.4,3.0,13.0,7.0,4.0,1.0,D,2 years,0.0,5.0,1.0,2.0,0.0,home_improvement,1.0, 60 months,w,Verified,MORTGAGE,886.0,3.0,Charged Off
664.0,660.0,36.8,48.0,5400.0,14.47,5692.0,82.0,21.0,119.0,32748.0,5.0,C2,705.0,9000.0,14790.0,2.0,100.0,5.0,4.0,7.0,2.0,3.0,C,10+ years,33.3,3.0,1.0,2.0,0.0,debt_consolidation,0.0, 36 months,w,Source Verified,RENT,0.0,0.0,Fully Paid
649.0,645.0,39.6,32.5,20000.0,7.35,32320.0,146.0,16.93,158.0,100000.0,25.0,A4,715.0,53500.0,300262.0,7.0,90.9,25.0,8.0,13.0,0.0,5.0,A,10+ years,12.5,8.0,5.0,0.0,0.0,debt_consolidation,4.0, 36 months,w,Source Verified,MORTGAGE,162.0,0.0,Charged Off
659.0,655.0,85.4,83.5,15000.0,13.99,11077.0,113.0,30.64,353.0,140000.0,22.0,C3,685.0,75700.0,96658.0,4.0,100.0,5.0,10.0,16.0,2.0,11.0,C,10+ years,88.9,9.0,9.0,1.0,0.0,credit_card,0.0, 36 months,w,Not Verified,RENT,0.0,0.0,Fully Paid
694.0,690.0,82.2,62.0,24000.0,21.97,4730.0,136.0,36.97,296.0,68000.0,3.0,E4,660.0,26500.0,125557.0,20.0,97.4,3.0,11.0,16.0,7.0,8.0,E,9 years,80.0,5.0,5.0,4.0,1.0,debt_consolidation,0.0, 36 months,f,Source Verified,RENT,0.0,0.0,Fully Paid
709.0,705.0,90.5,79.1,20000.0,11.49,1462.0,160.0,15.01,322.0,100000.0,8.0,B5,675.0,15400.0,44482.0,10.0,95.5,8.0,6.0,10.0,4.0,8.0,B,10+ years,100.0,4.0,4.0,3.0,0.0,debt_consolidation,0.0, 36 months,w,Verified,OWN,0.0,0.0,Fully Paid
509.0,505.0,46.7,41.8,2950.0,14.64,1013.0,126.0,8.06,184.0,32000.0,5.0,C3,675.0,1900.0,10096.0,9.0,70.0,5.0,2.0,8.0,4.0,3.0,C,6 years,50.0,2.0,2.0,2.0,0.0,debt_consolidation,0.0, 36 months,f,Not Verified,RENT,0.0,1.0,Fully Paid
774.0,770.0,42.2,42.2,23500.0,12.29,28693.0,105.0,30.09,169.0,56000.0,2.0,C1,705.0,49600.0,39522.0,4.0,100.0,2.0,9.0,8.0,2.0,4.0,C,2 years,60.0,5.0,4.0,1.0,0.0,debt_consolidation,0.0, 60 months,w,Source Verified,RENT,0.0,0.0,Fully Paid
519.0,515.0,97.4,74.6,1000.0,13.49,309.0,263.0,27.64,229.0,86000.0,23.0,C2,665.0,11700.0,183063.0,19.0,82.6,5.0,13.0,16.0,8.0,10.0,C,10+ years,100.0,6.0,5.0,2.0,0.0,debt_consolidation,2.0, 36 months,f,Verified,MORTGAGE,0.0,2.0,Charged Off
759.0,755.0,64.95,66.7,20000.0,18.64,4006.0,128.0,4.72,165.0,105000.0,8.0,E1,660.0,14000.0,77318.0,6.0,97.0,5.0,7.0,10.0,4.0,5.0,E,8 years,50.0,4.0,3.0,2.0,1.0,debt_consolidation,1.0, 36 months,f,Verified,RENT,0.0,0.0,Fully Paid
629.0,625.0,61.2,51.3,8000.0,8.99,5933.0,193.0,22.99,376.0,65000.0,0.0,B1,685.0,15300.0,222269.0,43.0,84.1,0.0,8.0,15.0,8.0,7.0,B,8 years,33.3,6.0,6.0,4.0,1.0,debt_consolidation,0.0, 36 months,w,Source Verified,RENT,0.0,3.0,Fully Paid
669.0,665.0,96.4,87.7,10000.0,11.53,1657.0,144.0,22.78,268.0,56000.0,20.0,B5,705.0,45600.0,178023.0,5.0,95.2,20.0,8.0,10.0,1.0,5.0,B,10+ years,66.7,6.0,5.0,0.0,1.0,credit_card,5.0, 36 months,w,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
604.0,600.0,68.1,70.4,30000.0,12.99,1436.0,171.0,14.64,110.0,98000.0,1.0,C2,660.0,4500.0,83972.0,21.0,75.0,1.0,5.0,11.0,4.0,4.0,C,1 year,50.0,3.0,2.0,1.0,1.0,debt_consolidation,1.0, 36 months,w,Verified,RENT,0.0,2.0,Charged Off
659.0,655.0,49.4,48.6,18000.0,7.91,8342.0,215.0,27.6,135.0,48000.0,8.0,A5,695.0,16500.0,210456.0,20.0,97.1,6.0,6.0,15.0,4.0,6.0,A,6 years,33.3,3.0,2.0,2.0,0.0,debt_consolidation,3.0, 36 months,w,Not Verified,MORTGAGE,0.0,0.0,Charged Off
689.0,685.0,77.4,69.9,25000.0,10.99,1426.0,121.0,14.44,145.0,65000.0,8.0,B4,700.0,6300.0,99883.0,10.0,76.5,8.0,4.0,13.0,2.0,4.0,B,10+ years,66.7,3.0,3.0,1.0,0.0,home_improvement,1.0, 60 months,w,Verified,MORTGAGE,0.0,0.0,Fully Paid
609.0,605.0,3.1,2.7,30000.0,17.99,24675.0,56.0,12.03,119.0,78000.0,4.0,D2,680.0,26300.0,15906.0,3.0,92.0,4.0,13.0,14.0,7.0,5.0,D,10+ years,0.0,7.0,4.0,4.0,1.0,major_purchase,0.0, 36 months,f,Source Verified,RENT,341.0,0.0,Charged Off
739.0,735.0,96.5,70.1,8500.0,15.61,102.0,169.0,18.41,91.0,62000.0,14.0,D1,670.0,2900.0,119139.0,8.0,95.5,14.0,8.0,11.0,5.0,6.0,D,10+ years,100.0,3.0,3.0,0.0,2.0,debt_consolidation,2.0, 36 months,f,Not Verified,MORTGAGE,0.0,1.0,Fully Paid
709.0,705.0,96.4,62.1,20000.0,10.49,563.0,115.0,22.78,227.0,70000.0,2.0,B3,690.0,15500.0,39432.0,1.0,100.0,2.0,3.0,17.0,2.0,14.0,B,10+ years,100.0,2.0,2.0,1.0,0.0,credit_card,0.0, 36 months,f,Source Verified,RENT,0.0,0.0,Fully Paid
499.0,0.0,9.4,9.4,15000.0,9.44,12866.0,57.0,10.82,106.0,55000.0,2.0,B1,705.0,14200.0,10016.0,3.0,100.0,2.0,5.0,6.0,2.0,3.0,B,< 1 year,0.0,4.0,3.0,1.0,1.0,debt_consolidation,0.0, 36 months,w,Source Verified,RENT,116.0,0.0,Charged Off
709.0,705.0,64.95,50.5,15000.0,11.48,4006.0,128.0,7.35,165.0,48000.0,8.0,B2,740.0,14000.0,77318.0,6.0,97.0,5.0,7.0,7.0,4.0,5.0,B,1 year,50.0,4.0,3.0,2.0,0.0,debt_consolidation,1.0, 36 months,f,Source Verified,RENT,0.0,0.0,Fully Paid
624.0,620.0,66.0,92.9,18000.0,14.31,402.0,122.0,9.92,326.0,218000.0,6.0,C4,665.0,600.0,620894.0,18.0,93.3,1.0,9.0,8.0,7.0,3.0,C,10+ years,0.0,2.0,1.0,4.0,1.0,debt_consolidation,2.0, 60 months,w,Source Verified,MORTGAGE,0.0,2.0,Fully Paid
719.0,715.0,29.0,27.2,10000.0,15.61,15619.0,196.0,6.3,347.0,40500.0,20.0,D1,670.0,22000.0,212355.0,18.0,84.4,12.0,7.0,10.0,3.0,3.0,D,< 1 year,0.0,3.0,2.0,1.0,2.0,credit_card,3.0, 60 months,w,Not Verified,RENT,0.0,1.0,Fully Paid
769.0,765.0,99.6,74.2,35000.0,25.78,102.0,131.0,20.01,221.0,90000.0,3.0,F5,690.0,24400.0,237005.0,20.0,100.0,2.0,5.0,14.0,4.0,5.0,F,10+ years,100.0,3.0,2.0,3.0,2.0,debt_consolidation,7.0, 60 months,f,Verified,MORTGAGE,0.0,0.0,Fully Paid
804.0,800.0,48.5,44.0,15000.0,6.99,17102.0,139.0,15.45,240.0,65000.0,79.0,A2,695.0,33200.0,18516.0,6.0,95.5,32.0,10.0,8.0,0.0,7.0,A,3 years,40.0,5.0,5.0,0.0,0.0,debt_consolidation,0.0, 36 months,w,Source Verified,RENT,0.0,1.0,Fully Paid
694.0,690.0,46.8,55.8,30000.0,16.02,15643.0,143.0,13.36,151.0,149337.0,32.0,C5,690.0,29400.0,119208.0,34.0,97.8,6.0,6.0,14.0,8.0,4.0,C,10+ years,33.3,6.0,3.0,5.0,0.0,credit_card,5.0, 60 months,w,Not Verified,RENT,0.0,0.0,Fully Paid
609.0,605.0,72.0,67.4,8275.0,17.57,2326.0,20.0,28.85,50.0,36441.6,18.0,D4,675.0,8300.0,31484.0,5.0,100.0,3.0,6.0,9.0,7.0,4.0,D,3 years,40.0,5.0,3.0,3.0,0.0,credit_card,0.0, 36 months,f,Source Verified,RENT,0.0,0.0,Charged Off
694.0,690.0,95.6,73.4,19000.0,24.99,872.0,116.0,36.77,261.0,38000.0,10.0,F3,685.0,19900.0,51164.0,9.0,94.1,10.0,4.0,7.0,3.0,5.0,F,10+ years,75.0,4.0,3.0,1.0,0.0,other,0.0, 60 months,w,Verified,MORTGAGE,0.0,0.0,Fully Paid
804.0,800.0,60.7,60.7,10000.0,11.53,6799.0,124.0,20.3,153.0,35000.0,0.0,B5,705.0,17300.0,37544.0,16.0,95.5,0.0,6.0,13.0,2.0,5.0,B,9 years,60.0,5.0,5.0,2.0,1.0,credit_card,0.0, 36 months,w,Source Verified,RENT,0.0,0.0,Fully Paid
549.0,545.0,76.5,55.3,15000.0,16.99,917.0,167.0,18.65,161.0,80000.0,18.0,D3,680.0,3900.0,45685.0,8.0,95.2,5.0,10.0,11.0,5.0,5.0,D,8 years,66.7,3.0,2.0,1.0,2.0,debt_consolidation,1.0, 60 months,f,Not Verified,MORTGAGE,0.0,0.0,Charged Off
614.0,610.0,79.4,77.1,8000.0,16.99,515.0,145.0,14.93,16.0,44500.0,5.0,D3,680.0,2500.0,11273.0,2.0,100.0,5.0,1.0,4.0,4.0,2.0,D,2 years,100.0,1.0,1.0,2.0,2.0,debt_consolidation,0.0, 36 months,w,Verified,RENT,0.0,0.0,Fully Paid
694.0,690.0,39.8,52.0,10000.0,9.99,2708.0,150.0,29.96,233.0,34000.0,15.0,B1,710.0,4500.0,41917.0,9.0,100.0,10.0,9.0,9.0,4.0,5.0,B,7 years,33.3,3.0,2.0,1.0,0.0,credit_card,0.0, 36 months,f,Not Verified,RENT,50.0,0.0,Fully Paid
674.0,670.0,62.3,59.0,8875.0,10.64,10695.0,124.0,20.13,140.0,27000.0,7.0,B2,685.0,28400.0,88177.0,14.0,100.0,7.0,21.0,13.0,2.0,5.0,B,10+ years,50.0,7.0,5.0,1.0,0.0,debt_consolidation,0.0, 36 months,f,Not Verified,RENT,0.0,0.0,Fully Paid
769.0,765.0,46.1,37.0,12000.0,8.38,43844.0,126.0,10.97,186.0,165000.0,1.0,B1,705.0,81400.0,308090.0,8.0,100.0,1.0,27.0,26.0,8.0,14.0,B,3 years,23.5,17.0,13.0,6.0,1.0,credit_card,6.0, 36 months,w,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
554.0,550.0,0.0,2.2,2400.0,16.99,27000.0,47.0,5.17,385.0,42000.0,31.0,D3,675.0,27000.0,7918.0,6.0,77.8,1.0,1.0,7.0,3.0,1.0,D,3 years,0.0,1.0,0.0,1.0,1.0,debt_consolidation,0.0, 36 months,f,Source Verified,RENT,0.0,0.0,Charged Off
689.0,685.0,96.2,57.5,15000.0,16.29,265.0,122.0,15.93,109.0,74000.0,3.0,D1,665.0,7000.0,30849.0,6.0,93.3,3.0,4.0,6.0,2.0,3.0,D,10+ years,100.0,2.0,2.0,1.0,0.0,small_business,1.0, 60 months,w,Not Verified,MORTGAGE,3151.0,0.0,Fully Paid
739.0,735.0,76.7,76.7,7200.0,11.39,1493.0,140.0,15.48,97.0,29000.0,16.0,B3,660.0,6400.0,24975.0,7.0,100.0,16.0,3.0,7.0,1.0,3.0,B,2 years,66.7,3.0,3.0,0.0,0.0,debt_consolidation,0.0, 36 months,f,Source Verified,OWN,242.0,0.0,Fully Paid
689.0,685.0,81.4,55.2,6000.0,11.99,1024.0,161.0,10.76,96.0,110000.0,34.0,B5,680.0,5500.0,36680.0,8.0,73.3,8.0,4.0,7.0,2.0,4.0,B,9 years,100.0,3.0,3.0,1.0,0.0,debt_consolidation,0.0, 36 months,f,Not Verified,RENT,0.0,2.0,Fully Paid
694.0,690.0,14.8,14.8,2000.0,13.98,21987.0,168.0,5.0,58.0,37000.0,5.0,C3,680.0,25800.0,96929.0,4.0,77.8,5.0,3.0,7.0,4.0,4.0,C,10+ years,66.7,3.0,3.0,3.0,0.0,home_improvement,1.0, 36 months,w,Not Verified,RENT,202.0,0.0,Fully Paid
719.0,715.0,93.7,27.4,4000.0,10.64,177.0,165.0,21.84,317.0,60000.0,5.0,B4,670.0,2800.0,62530.0,14.0,100.0,5.0,7.0,11.0,4.0,4.0,B,5 years,100.0,2.0,2.0,3.0,0.0,vacation,0.0, 36 months,f,Verified,RENT,0.0,0.0,Fully Paid
744.0,740.0,35.6,28.4,20000.0,10.75,32697.0,110.0,17.6,234.0,65000.0,11.0,B4,725.0,50800.0,194845.0,5.0,97.1,11.0,11.0,20.0,4.0,10.0,B,< 1 year,14.3,7.0,5.0,2.0,0.0,home_improvement,4.0, 60 months,w,Not Verified,MORTGAGE,0.0,1.0,Fully Paid
754.0,750.0,11.8,11.3,6000.0,7.97,33152.0,19.0,14.16,52.0,30000.0,4.0,A5,765.0,37600.0,5042.0,3.0,100.0,4.0,12.0,11.0,11.0,5.0,A,2 years,0.0,8.0,5.0,4.0,0.0,other,0.0, 36 months,w,Source Verified,RENT,0.0,0.0,Fully Paid
684.0,680.0,66.3,82.4,15000.0,11.99,3543.0,122.0,23.14,167.0,70000.0,7.0,C1,700.0,10500.0,279659.0,15.0,100.0,3.0,6.0,8.0,7.0,4.0,C,10+ years,33.3,3.0,3.0,3.0,0.0,debt_consolidation,1.0, 60 months,w,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
694.0,690.0,14.9,12.3,5000.0,14.08,26896.0,13.0,12.76,42.0,35000.0,2.0,C3,695.0,31600.0,11719.0,2.0,100.0,2.0,8.0,12.0,9.0,6.0,C,2 years,0.0,8.0,6.0,5.0,2.0,major_purchase,0.0, 36 months,w,Source Verified,RENT,0.0,0.0,Fully Paid
634.0,630.0,5.2,5.0,6450.0,21.99,11846.0,120.0,1.85,172.0,85000.0,9.0,F1,690.0,12500.0,654.0,2.0,94.7,9.0,12.0,3.0,12.0,1.0,F,2 years,0.0,2.0,1.0,5.0,1.0,debt_consolidation,0.0, 36 months,f,Verified,RENT,0.0,0.0,Fully Paid
744.0,740.0,94.6,41.8,6000.0,8.18,330.0,162.0,12.57,309.0,65000.0,20.0,B1,670.0,6100.0,18932.0,8.0,94.4,7.0,5.0,4.0,4.0,2.0,B,< 1 year,100.0,2.0,2.0,2.0,0.0,other,3.0, 36 months,f,Source Verified,RENT,0.0,2.0,Fully Paid
619.0,615.0,95.9,95.9,6375.0,15.31,162.0,142.0,15.93,17.0,48000.0,5.0,C5,680.0,4000.0,140139.0,37.0,76.2,5.0,3.0,8.0,5.0,3.0,C,5 years,100.0,3.0,3.0,3.0,1.0,debt_consolidation,2.0, 36 months,w,Source Verified,MORTGAGE,0.0,2.0,Charged Off
644.0,640.0,79.8,61.8,25000.0,12.69,2872.0,66.0,5.06,71.0,350000.0,8.0,C2,675.0,14200.0,462677.0,5.0,88.2,8.0,6.0,11.0,4.0,8.0,C,1 year,40.0,5.0,5.0,1.0,0.0,credit_card,1.0, 36 months,w,Source Verified,MORTGAGE,0.0,0.0,Charged Off
744.0,740.0,46.3,27.9,35000.0,17.99,13055.0,115.0,5.42,163.0,78000.0,8.0,D2,695.0,24300.0,299324.0,1.0,93.8,8.0,8.0,9.0,2.0,7.0,D,4 years,40.0,5.0,4.0,1.0,0.0,major_purchase,2.0, 60 months,w,Source Verified,MORTGAGE,0.0,0.0,Fully Paid
734.0,730.0,27.8,27.8,18000.0,6.67,80769.0,83.0,4.85,183.0,80000.0,5.0,A2,720.0,96500.0,17074.0,2.0,94.7,5.0,9.0,8.0,3.0,6.0,A,10+ years,14.3,7.0,5.0,2.0,0.0,credit_card,3.0, 36 months,w,Source Verified,OWN,0.0,0.0,Fully Paid
624.0,620.0,78.0,51.0,2000.0,13.59,2747.0,143.0,17.35,241.0,37000.0,5.0,C2,665.0,12500.0,23127.0,8.0,91.3,5.0,9.0,10.0,6.0,2.0,C,3 years,33.3,3.0,1.0,2.0,1.0,credit_card,3.0, 36 months,f,Source Verified,RENT,97.0,0.0,Fully Paid
689.0,685.0,81.3,82.6,18000.0,10.91,4930.0,68.0,24.97,228.0,65000.0,21.0,B4,715.0,26300.0,40775.0,2.0,100.0,21.0,9.0,10.0,1.0,7.0,B,7 years,83.3,7.0,6.0,0.0,0.0,other,0.0, 36 months,w,Source Verified,RENT,0.0,0.0,Fully Paid
644.0,640.0,33.6,33.1,1000.0,11.99,14998.0,119.0,16.16,75.0,38000.0,2.0,B5,705.0,22600.0,128940.0,16.0,80.0,2.0,6.0,14.0,8.0,7.0,B,1 year,0.0,5.0,4.0,3.0,0.0,other,1.0, 36 months,f,Not Verified,MORTGAGE,0.0,1.0,Fully Paid
714.0,710.0,95.6,57.7,12000.0,15.61,145.0,133.0,15.68,14.0,32000.0,8.0,D1,660.0,3300.0,8150.0,11.0,100.0,8.0,1.0,4.0,5.0,2.0,D,5 years,100.0,1.0,1.0,1.0,1.0,debt_consolidation,0.0, 60 months,w,Verified,MORTGAGE,0.0,0.0,Fully Paid
589.0,585.0,64.95,0.0,15000.0,14.22,4006.0,128.0,9.64,165.0,102000.0,8.0,C5,675.0,14000.0,77318.0,6.0,97.0,5.0,7.0,6.0,4.0,5.0,C,8 years,50.0,4.0,3.0,2.0,1.0,debt_consolidation,1.0, 36 months,f,Verified,RENT,0.0,0.0,Fully Paid
499.0,0.0,75.8,45.6,15000.0,13.65,2995.0,141.0,20.88,166.0,45000.0,5.0,C1,710.0,12400.0,22210.0,2.0,100.0,5.0,6.0,8.0,5.0,6.0,C,10+ years,66.7,3.0,3.0,3.0,0.0,credit_card,2.0, 60 months,w,Source Verified,RENT,0.0,0.0,Charged Off
689.0,685.0,0.0,25.9,5500.0,11.53,7000.0,141.0,10.74,125.0,60000.0,1.0,B5,705.0,7000.0,224623.0,38.0,90.0,1.0,4.0,9.0,6.0,2.0,B,1 year,0.0,1.0,0.0,4.0,0.0,home_improvement,4.0, 36 months,w,Not Verified,MORTGAGE,0.0,2.0,Charged Off
734.0,730.0,91.0,74.0,15000.0,25.82,1625.0,167.0,21.78,291.0,55000.0,5.0,E4,660.0,6500.0,40655.0,15.0,97.0,3.0,8.0,9.0,5.0,6.0,E,5 years,100.0,8.0,4.0,2.0,3.0,home_improvement,0.0, 60 months,w,Verified,RENT,0.0,0.0,Fully Paid
714.0,710.0,38.0,33.9,6000.0,11.49,17674.0,128.0,8.55,210.0,30000.0,2.0,B5,680.0,28500.0,10855.0,0.0,91.7,2.0,12.0,14.0,9.0,6.0,B,10+ years,20.0,10.0,6.0,4.0,0.0,credit_card,0.0, 36 months,w,Not Verified,OWN,0.0,1.0,Fully Paid
659.0,655.0,64.95,0.0,12000.0,10.59,4006.0,128.0,0.0,165.0,42000.0,8.0,B2,790.0,14000.0,77318.0,6.0,97.0,5.0,7.0,4.0,4.0,5.0,B,10+ years,50.0,4.0,3.0,2.0,0.0,home_improvement,1.0, 60 months,f,Verified,OWN,0.0,0.0,Charged Off
724.0,720.0,13.1,12.3,5000.0,6.49,51012.0,116.0,5.12,254.0,58000.0,2.0,A2,700.0,58700.0,7965.0,2.0,87.5,2.0,17.0,14.0,6.0,8.0,A,2 years,0.0,10.0,6.0,4.0,0.0,debt_consolidation,0.0, 36 months,w,Not Verified,OWN,0.0,1.0,Fully Paid
699.0,695.0,47.0,22.1,10000.0,13.98,7946.0,90.0,31.33,93.0,65000.0,24.0,C3,710.0,15000.0,252507.0,38.0,96.3,1.0,6.0,25.0,4.0,2.0,C,10+ years,25.0,4.0,2.0,2.0,3.0,debt_consolidation,2.0, 36 months,w,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
694.0,690.0,90.2,79.5,10000.0,11.14,2422.0,139.0,23.84,236.0,60000.0,45.0,B2,690.0,24700.0,221876.0,4.0,94.0,15.0,7.0,12.0,2.0,9.0,B,10+ years,71.4,7.0,7.0,0.0,0.0,debt_consolidation,5.0, 36 months,f,Source Verified,OWN,0.0,0.0,Fully Paid
524.0,520.0,101.7,101.7,8000.0,14.64,0.0,134.0,19.97,72.0,45000.0,24.0,C3,720.0,14400.0,22260.0,3.0,100.0,3.0,2.0,4.0,2.0,1.0,C,3 years,100.0,1.0,1.0,1.0,1.0,debt_consolidation,1.0, 36 months,f,Source Verified,RENT,0.0,0.0,Charged Off
689.0,685.0,96.7,94.8,10000.0,20.49,324.0,180.0,7.22,37.0,107000.0,4.0,E4,665.0,9900.0,75504.0,4.0,100.0,2.0,6.0,10.0,4.0,8.0,E,10+ years,100.0,6.0,6.0,2.0,1.0,debt_consolidation,1.0, 60 months,f,Verified,MORTGAGE,0.0,0.0,Fully Paid
784.0,780.0,53.1,50.1,10000.0,6.89,7977.0,34.0,17.32,295.0,28000.0,34.0,A3,730.0,17000.0,13391.0,1.0,100.0,34.0,4.0,4.0,0.0,2.0,A,10+ years,0.0,2.0,2.0,0.0,0.0,credit_card,3.0, 36 months,w,Not Verified,RENT,0.0,0.0,Fully Paid
669.0,665.0,0.7,20.9,7000.0,18.25,2085.0,78.0,5.24,23.0,30000.0,5.0,D3,670.0,2100.0,37680.0,10.0,100.0,5.0,2.0,13.0,3.0,2.0,D,< 1 year,0.0,2.0,1.0,1.0,2.0,medical,0.0, 36 months,w,Not Verified,RENT,391.0,0.0,Fully Paid
664.0,660.0,92.8,75.5,24125.0,19.19,1335.0,108.0,39.84,307.0,55000.0,10.0,E3,700.0,18500.0,202552.0,11.0,100.0,2.0,5.0,12.0,4.0,4.0,E,8 years,100.0,4.0,3.0,3.0,1.0,debt_consolidation,2.0, 60 months,f,Verified,MORTGAGE,0.0,0.0,Charged Off
